Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR28984566,AMPLICON,601,99560666,PRJNA1109929,SAMN41307144,Metagenome or environmental,59208594,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513538,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 346,34.646870 N 135.5067002 E,Patient062_day15_11,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient062_day15_11,SRP506877
SRR28984567,AMPLICON,601,105914910,PRJNA1109929,SAMN41307143,Metagenome or environmental,63240203,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513536,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 345,34.646870 N 135.5067002 E,Patient062_day15_10,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient062_day15_10,SRP506877
SRR28984568,AMPLICON,601,106076216,PRJNA1109929,SAMN41307142,Metagenome or environmental,63201046,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513535,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 344,34.646870 N 135.5067002 E,Patient062_day15_09,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient062_day15_09,SRP506877
SRR28984569,AMPLICON,601,104994742,PRJNA1109929,SAMN41307141,Metagenome or environmental,62357924,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513534,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 343,34.646870 N 135.5067002 E,Patient062_day15_08,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient062_day15_08,SRP506877
SRR28984570,AMPLICON,600,97770643,PRJNA1109929,SAMN41307249,Metagenome or environmental,54656284,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513537,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 67,34.646870 N 135.5067002 E,OCUBMT012_day42,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,OCUBMT012_day42,SRP506877
SRR28984571,AMPLICON,601,121675441,PRJNA1109929,SAMN41307140,Metagenome or environmental,72445424,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513533,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 342,34.646870 N 135.5067002 E,Patient062_day15_07,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient062_day15_07,SRP506877
SRR28984572,AMPLICON,601,99882205,PRJNA1109929,SAMN41307139,Metagenome or environmental,58764358,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513532,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 341,34.646870 N 135.5067002 E,Patient062_day15_06,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient062_day15_06,SRP506877
SRR28984573,AMPLICON,601,114595678,PRJNA1109929,SAMN41307138,Metagenome or environmental,67937456,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513531,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 340,34.646870 N 135.5067002 E,Patient062_day15_05,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient062_day15_05,SRP506877
SRR28984574,AMPLICON,601,101868247,PRJNA1109929,SAMN41307137,Metagenome or environmental,60285986,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513530,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 339,34.646870 N 135.5067002 E,Patient062_day15_04,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient062_day15_04,SRP506877
SRR28984575,AMPLICON,600,82892005,PRJNA1109929,SAMN41307078,Metagenome or environmental,45616774,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513528,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 280,34.646870 N 135.5067002 E,Patient043_day8_90,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day8_90,SRP506877
SRR28984576,AMPLICON,599,84125939,PRJNA1109929,SAMN41307077,Metagenome or environmental,46331187,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513527,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 279,34.646870 N 135.5067002 E,Patient043_day8_89,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day8_89,SRP506877
SRR28984577,AMPLICON,600,77987148,PRJNA1109929,SAMN41307076,Metagenome or environmental,42885232,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513526,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 278,34.646870 N 135.5067002 E,Patient043_day8_88,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day8_88,SRP506877
SRR28984578,AMPLICON,600,84605442,PRJNA1109929,SAMN41307079,Metagenome or environmental,46266594,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513529,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 281,34.646870 N 135.5067002 E,Patient043_day8_91,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day8_91,SRP506877
SRR28984579,AMPLICON,600,82030162,PRJNA1109929,SAMN41307075,Metagenome or environmental,44932441,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513525,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 277,34.646870 N 135.5067002 E,Patient043_day8_87,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day8_87,SRP506877
SRR28984580,AMPLICON,600,130865320,PRJNA1109929,SAMN41307074,Metagenome or environmental,72190516,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513524,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 276,34.646870 N 135.5067002 E,Patient043_day8_86,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day8_86,SRP506877
SRR28984581,AMPLICON,597,47938630,PRJNA1109929,SAMN41307242,Metagenome or environmental,26243610,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513523,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 60,34.646870 N 135.5067002 E,OCUBMT011_day35,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT011_day35,SRP506877
SRR28984582,AMPLICON,599,114890663,PRJNA1109929,SAMN41307073,Metagenome or environmental,63551767,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513522,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 275,34.646870 N 135.5067002 E,Patient043_day8_85,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day8_85,SRP506877
SRR28984583,AMPLICON,600,119521688,PRJNA1109929,SAMN41307071,Metagenome or environmental,66952088,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513520,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 273,34.646870 N 135.5067002 E,Patient043_day8_83,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day8_83,SRP506877
SRR28984584,AMPLICON,599,116743871,PRJNA1109929,SAMN41307070,Metagenome or environmental,64574508,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513519,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 272,34.646870 N 135.5067002 E,Patient043_day8_82,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day8_82,SRP506877
SRR28984585,AMPLICON,600,122717090,PRJNA1109929,SAMN41307069,Metagenome or environmental,67999432,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513518,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 271,34.646870 N 135.5067002 E,Patient043_day8_81,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day8_81,SRP506877
SRR28984586,AMPLICON,599,115983363,PRJNA1109929,SAMN41307072,Metagenome or environmental,63876633,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513521,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 274,34.646870 N 135.5067002 E,Patient043_day8_84,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day8_84,SRP506877
SRR28984587,AMPLICON,599,122650727,PRJNA1109929,SAMN41307068,Metagenome or environmental,68142336,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513517,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 270,34.646870 N 135.5067002 E,Patient043_day8_80,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day8_80,SRP506877
SRR28984588,AMPLICON,600,104915376,PRJNA1109929,SAMN41307067,Metagenome or environmental,57829277,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513516,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 269,34.646870 N 135.5067002 E,Patient043_day8_79,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day8_79,SRP506877
SRR28984589,AMPLICON,600,146770195,PRJNA1109929,SAMN41307066,Metagenome or environmental,80995776,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513515,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 268,34.646870 N 135.5067002 E,Patient043_day8_78,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day8_78,SRP506877
SRR28984590,AMPLICON,600,141404330,PRJNA1109929,SAMN41307065,Metagenome or environmental,79514847,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513514,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 267,34.646870 N 135.5067002 E,Patient043_day8_77,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day8_77,SRP506877
SRR28984591,AMPLICON,593,26637115,PRJNA1109929,SAMN41307241,Metagenome or environmental,14271678,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24513512,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 59,34.646870 N 135.5067002 E,OCUBMT011_day28,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT011_day28,SRP506877
SRR28984592,AMPLICON,600,114220831,PRJNA1109929,SAMN41307063,Metagenome or environmental,62607645,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513511,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 265,34.646870 N 135.5067002 E,Patient043_day8_75,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day8_75,SRP506877
SRR28984593,AMPLICON,600,123672290,PRJNA1109929,SAMN41307062,Metagenome or environmental,67860478,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24513510,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 264,34.646870 N 135.5067002 E,Patient043_day8_74,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day8_74,SRP506877
SRR28984594,AMPLICON,600,133721175,PRJNA1109929,SAMN41307064,Metagenome or environmental,73444590,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513513,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 266,34.646870 N 135.5067002 E,Patient043_day8_76,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient043_day8_76,SRP506877
SRR28984595,AMPLICON,600,122644024,PRJNA1109929,SAMN41307061,Metagenome or environmental,67406958,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513509,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 263,34.646870 N 135.5067002 E,Patient043_day8_73,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient043_day8_73,SRP506877
SRR28984596,AMPLICON,600,112160186,PRJNA1109929,SAMN41307060,Metagenome or environmental,61682799,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513063,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 262,34.646870 N 135.5067002 E,Patient043_day8_72,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:53:00Z,1,Patient043_day8_72,SRP506877
SRR28984597,AMPLICON,600,78182029,PRJNA1109929,SAMN41307001,Metagenome or environmental,43931823,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513507,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 203,34.646870 N 135.5067002 E,Patient032_pre_12,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient032_pre_12,SRP506877
SRR28984598,AMPLICON,601,76261348,PRJNA1109929,SAMN41307000,Metagenome or environmental,42792077,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513506,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 202,34.646870 N 135.5067002 E,Patient032_pre_11,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient032_pre_11,SRP506877
SRR28984599,AMPLICON,600,95890885,PRJNA1109929,SAMN41306998,Metagenome or environmental,53719159,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24513504,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 200,34.646870 N 135.5067002 E,Patient032_pre_09,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient032_pre_09,SRP506877
SRR28984600,AMPLICON,601,99795284,PRJNA1109929,SAMN41306997,Metagenome or environmental,55446458,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513503,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 199,34.646870 N 135.5067002 E,Patient032_pre_08,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient032_pre_08,SRP506877
SRR28984601,AMPLICON,601,107267534,PRJNA1109929,SAMN41306996,Metagenome or environmental,59789130,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513502,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 198,34.646870 N 135.5067002 E,Patient032_pre_07,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient032_pre_07,SRP506877
SRR28984602,AMPLICON,600,90372608,PRJNA1109929,SAMN41306999,Metagenome or environmental,51118866,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513505,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 201,34.646870 N 135.5067002 E,Patient032_pre_10,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient032_pre_10,SRP506877
SRR28984603,AMPLICON,601,87392740,PRJNA1109929,SAMN41306995,Metagenome or environmental,48154551,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513501,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 197,34.646870 N 135.5067002 E,Patient032_pre_06,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient032_pre_06,SRP506877
SRR28984604,AMPLICON,600,97670707,PRJNA1109929,SAMN41306994,Metagenome or environmental,54317672,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513500,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 196,34.646870 N 135.5067002 E,Patient032_pre_05,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient032_pre_05,SRP506877
SRR28984605,AMPLICON,596,59802056,PRJNA1109929,SAMN41307234,Metagenome or environmental,31085044,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513499,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,feces 52,34.646870 N 135.5067002 E,OCUBMT010_day35,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,OCUBMT010_day35,SRP506877
SRR28984606,AMPLICON,600,89229882,PRJNA1109929,SAMN41306993,Metagenome or environmental,49526617,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513498,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 195,34.646870 N 135.5067002 E,Patient032_pre_04,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:51:00Z,1,Patient032_pre_04,SRP506877
SRR28984607,AMPLICON,601,92097485,PRJNA1109929,SAMN41306991,Metagenome or environmental,51452468,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513496,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 193,34.646870 N 135.5067002 E,Patient032_pre_02,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient032_pre_02,SRP506877
SRR28984608,AMPLICON,600,100943593,PRJNA1109929,SAMN41306990,Metagenome or environmental,56123617,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513495,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 192,34.646870 N 135.5067002 E,Patient032_pre_01,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient032_pre_01,SRP506877
SRR28984609,AMPLICON,601,88325828,PRJNA1109929,SAMN41306989,Metagenome or environmental,49418353,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX24513494,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 191,34.646870 N 135.5067002 E,Patient032_donor,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient032_donor,SRP506877
SRR28984610,AMPLICON,600,87105757,PRJNA1109929,SAMN41306992,Metagenome or environmental,48339494,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24513497,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 194,34.646870 N 135.5067002 E,Patient032_pre_03,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient032_pre_03,SRP506877
SRR28984611,AMPLICON,601,111057641,PRJNA1109929,SAMN41306988,Metagenome or environmental,64971525,"THE INSTITUTE OF MEDICAL SCIENCE, THE UNIVERSITY OF TOKYO",2023,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24513493,Japan,Asia,Japan,Mus musculus,Illumina MiSeq,feces 190,34.646870 N 135.5067002 E,Patient032_day8_16,PAIRED,PCR,METAGENOMIC,mouse metagenome,ILLUMINA,2024-05-09T00:00:00Z,2024-05-09T21:52:00Z,1,Patient032_day8_16,SRP506877
